Date,Start (ET),Visitor/Neutral,PTS,Home/Neutral,PTS,,,Attend.,Notes
Fri Feb 28 2003,7:00p,Milwaukee Bucks,98,Indiana Pacers,107,Box Score,,16431,
Fri Feb 28 2003,7:00p,Utah Jazz,83,Philadelphia 76ers,104,Box Score,,20830,
Fri Feb 28 2003,8:00p,Toronto Raptors,85,Boston Celtics,90,Box Score,,18624,
Fri Feb 28 2003,8:00p,Miami Heat,116,Memphis Grizzlies,126,Box Score,OT,19351,
Fri Feb 28 2003,8:00p,Cleveland Cavaliers,95,Minnesota Timberwolves,118,Box Score,,15279,
Fri Feb 28 2003,8:00p,Orlando Magic,110,New York Knicks,118,Box Score,2OT,19763,
Fri Feb 28 2003,8:30p,Atlanta Hawks,110,Chicago Bulls,88,Box Score,,21867,
Fri Feb 28 2003,9:00p,New Orleans Hornets,94,Denver Nuggets,88,Box Score,,18556,
Fri Feb 28 2003,10:00p,Los Angeles Lakers,90,Seattle SuperSonics,107,Box Score,,17072,
Fri Feb 28 2003,10:30p,Los Angeles Clippers,103,Portland Trail Blazers,109,Box Score,,19601,
Sat Mar 1 2003,4:00p,Sacramento Kings,100,San Antonio Spurs,108,Box Score,,18797,
Sat Mar 1 2003,7:00p,Chicago Bulls,93,Washington Wizards,101,Box Score,,20173,
Sat Mar 1 2003,8:30p,Memphis Grizzlies,87,Dallas Mavericks,114,Box Score,,19828,
Sat Mar 1 2003,9:00p,New Orleans Hornets,97,Phoenix Suns,92,Box Score,,16133,
Sat Mar 1 2003,10:30p,Detroit Pistons,90,Golden State Warriors,92,Box Score,,17348,
Sat Mar 1 2003,10:30p,Seattle SuperSonics,109,Los Angeles Clippers,101,Box Score,,17471,
Sun Mar 2 2003,1:00p,Orlando Magic,102,Cleveland Cavaliers,76,Box Score,,10902,
Sun Mar 2 2003,1:00p,Utah Jazz,91,New Jersey Nets,90,Box Score,,16456,
Sun Mar 2 2003,1:30p,Boston Celtics,92,Toronto Raptors,104,Box Score,,19800,
Sun Mar 2 2003,3:00p,Atlanta Hawks,93,Milwaukee Bucks,120,Box Score,,16629,
Sun Mar 2 2003,3:30p,New York Knicks,90,Minnesota Timberwolves,99,Box Score,,15071,
Sun Mar 2 2003,4:00p,San Antonio Spurs,97,Houston Rockets,88,Box Score,,16285,
Sun Mar 2 2003,6:00p,Washington Wizards,83,Miami Heat,93,Box Score,,16500,
Sun Mar 2 2003,9:00p,Philadelphia 76ers,100,Denver Nuggets,94,Box Score,,16632,
Sun Mar 2 2003,9:00p,Detroit Pistons,86,Portland Trail Blazers,103,Box Score,,19523,
Mon Mar 3 2003,8:00p,Boston Celtics,111,Memphis Grizzlies,110,Box Score,,13521,
Mon Mar 3 2003,8:30p,Orlando Magic,104,Chicago Bulls,89,Box Score,,19178,
Mon Mar 3 2003,10:00p,Philadelphia 76ers,99,Sacramento Kings,107,Box Score,,17317,
Mon Mar 3 2003,10:30p,New Orleans Hornets,111,Los Angeles Clippers,108,Box Score,,17585,
Tue Mar 4 2003,7:00p,Toronto Raptors,89,Washington Wizards,86,Box Score,,20173,
Tue Mar 4 2003,7:30p,Denver Nuggets,86,Atlanta Hawks,92,Box Score,,9392,
Tue Mar 4 2003,7:30p,Houston Rockets,83,Detroit Pistons,96,Box Score,,22076,
Tue Mar 4 2003,7:30p,Milwaukee Bucks,100,Miami Heat,91,Box Score,,14228,
Tue Mar 4 2003,7:30p,Cleveland Cavaliers,80,New York Knicks,89,Box Score,,18748,
Tue Mar 4 2003,8:30p,New Jersey Nets,79,Dallas Mavericks,88,Box Score,,19920,
Tue Mar 4 2003,8:30p,Phoenix Suns,104,San Antonio Spurs,97,Box Score,,18797,
Tue Mar 4 2003,10:00p,Minnesota Timberwolves,83,Seattle SuperSonics,92,Box Score,,16368,
Tue Mar 4 2003,10:30p,Indiana Pacers,100,Golden State Warriors,107,Box Score,,16409,
Wed Mar 5 2003,7:00p,New York Knicks,95,Boston Celtics,97,Box Score,,16277,
Wed Mar 5 2003,7:00p,Atlanta Hawks,111,Cleveland Cavaliers,105,Box Score,,9118,
Wed Mar 5 2003,7:00p,Milwaukee Bucks,99,Orlando Magic,111,Box Score,,14142,
Wed Mar 5 2003,7:00p,Houston Rockets,97,Toronto Raptors,95,Box Score,,20171,
Wed Mar 5 2003,7:00p,Los Angeles Clippers,80,Washington Wizards,99,Box Score,,20173,
Wed Mar 5 2003,8:00p,Denver Nuggets,86,Memphis Grizzlies,96,Box Score,,11296,
Wed Mar 5 2003,9:00p,Portland Trail Blazers,92,Phoenix Suns,98,Box Score,,15314,
Wed Mar 5 2003,9:00p,Minnesota Timberwolves,95,Sacramento Kings,96,Box Score,OT,17317,
Wed Mar 5 2003,9:00p,Seattle SuperSonics,83,Utah Jazz,94,Box Score,,19666,
Wed Mar 5 2003,10:30p,Indiana Pacers,95,Los Angeles Lakers,97,Box Score,,18997,
Thu Mar 6 2003,7:30p,New Jersey Nets,78,San Antonio Spurs,92,Box Score,,18797,
Thu Mar 6 2003,8:30p,Golden State Warriors,105,Chicago Bulls,119,Box Score,,17098,
Thu Mar 6 2003,10:00p,Philadelphia 76ers,88,Portland Trail Blazers,60,Box Score,,20075,
Fri Mar 7 2003,7:00p,New York Knicks,111,Orlando Magic,102,Box Score,,17283,
Fri Mar 7 2003,7:00p,Milwaukee Bucks,85,Washington Wizards,82,Box Score,,20173,
Fri Mar 7 2003,8:00p,Los Angeles Clippers,72,Boston Celtics,83,Box Score,,18624,
Fri Mar 7 2003,8:00p,Dallas Mavericks,91,Miami Heat,89,Box Score,,16500,
Fri Mar 7 2003,8:30p,Cleveland Cavaliers,76,New Orleans Hornets,102,Box Score,,14150,
Fri Mar 7 2003,9:00p,Sacramento Kings,108,Utah Jazz,105,Box Score,OT,19911,
Fri Mar 7 2003,10:30p,Minnesota Timberwolves,96,Los Angeles Lakers,106,Box Score,,18997,
Fri Mar 7 2003,10:30p,Philadelphia 76ers,108,Seattle SuperSonics,99,Box Score,,17072,
Sat Mar 8 2003,7:00p,Toronto Raptors,107,Atlanta Hawks,98,Box Score,,19445,
Sat Mar 8 2003,7:30p,Memphis Grizzlies,115,Cleveland Cavaliers,89,Box Score,,10339,
Sat Mar 8 2003,8:00p,Denver Nuggets,98,Miami Heat,92,Box Score,,14418,
Sat Mar 8 2003,8:30p,Los Angeles Clippers,103,Chicago Bulls,97,Box Score,,22303,
Sat Mar 8 2003,8:30p,Utah Jazz,77,Dallas Mavericks,101,Box Score,,20123,
Sat Mar 8 2003,8:30p,New Jersey Nets,71,Houston Rockets,83,Box Score,,16285,
Sat Mar 8 2003,8:30p,Golden State Warriors,133,Milwaukee Bucks,138,Box Score,OT,16324,
Sat Mar 8 2003,10:00p,Indiana Pacers,80,Portland Trail Blazers,94,Box Score,,20472,
Sun Mar 9 2003,1:00p,Washington Wizards,96,New York Knicks,97,Box Score,,19763,
Sun Mar 9 2003,3:30p,Philadelphia 76ers,92,Los Angeles Lakers,106,Box Score,,18997,
Sun Mar 9 2003,6:00p,San Antonio Spurs,94,Boston Celtics,78,Box Score,,18624,
Sun Mar 9 2003,6:00p,Golden State Warriors,105,Detroit Pistons,107,Box Score,,22076,
Sun Mar 9 2003,6:00p,Denver Nuggets,98,Orlando Magic,111,Box Score,,15755,
Sun Mar 9 2003,6:00p,Memphis Grizzlies,119,Toronto Raptors,106,Box Score,,19138,
Sun Mar 9 2003,7:00p,New Jersey Nets,102,New Orleans Hornets,92,Box Score,,17678,
Sun Mar 9 2003,8:00p,Minnesota Timberwolves,105,Phoenix Suns,98,Box Score,,19023,
Sun Mar 9 2003,9:00p,Indiana Pacers,88,Sacramento Kings,107,Box Score,,17317,
Mon Mar 10 2003,7:30p,Los Angeles Clippers,86,Atlanta Hawks,95,Box Score,,12016,
Mon Mar 10 2003,7:30p,Utah Jazz,83,Miami Heat,73,Box Score,,14897,
Mon Mar 10 2003,8:30p,Minnesota Timberwolves,92,Dallas Mavericks,83,Box Score,,20049,
Tue Mar 11 2003,7:00p,Miami Heat,77,Cleveland Cavaliers,75,Box Score,,8059,
Tue Mar 11 2003,7:00p,New Orleans Hornets,81,Indiana Pacers,71,Box Score,,15010,
Tue Mar 11 2003,7:00p,Orlando Magic,105,Washington Wizards,106,Box Score,,20173,
Tue Mar 11 2003,7:30p,Memphis Grizzlies,87,New York Knicks,85,Box Score,,18743,
Tue Mar 11 2003,8:00p,San Antonio Spurs,105,Milwaukee Bucks,102,Box Score,,17401,
Tue Mar 11 2003,8:30p,Los Angeles Lakers,99,Chicago Bulls,116,Box Score,,23122,
Tue Mar 11 2003,9:00p,Toronto Raptors,87,Denver Nuggets,95,Box Score,,13409,
Tue Mar 11 2003,10:00p,Portland Trail Blazers,92,Seattle SuperSonics,77,Box Score,,15615,
Tue Mar 11 2003,10:30p,Phoenix Suns,98,Golden State Warriors,113,Box Score,,16433,
Wed Mar 12 2003,7:00p,New Orleans Hornets,65,Boston Celtics,93,Box Score,,16860,
Wed Mar 12 2003,7:00p,Utah Jazz,111,Orlando Magic,108,Box Score,,14634,
Wed Mar 12 2003,7:00p,Indiana Pacers,93,Philadelphia 76ers,96,Box Score,,20550,
Wed Mar 12 2003,7:30p,Milwaukee Bucks,92,Atlanta Hawks,111,Box Score,,9729,
Wed Mar 12 2003,7:30p,Los Angeles Lakers,88,Detroit Pistons,111,Box Score,,22076,
Wed Mar 12 2003,8:00p,Chicago Bulls,95,Memphis Grizzlies,124,Box Score,,15565,
Wed Mar 12 2003,8:00p,San Antonio Spurs,111,Minnesota Timberwolves,99,Box Score,,15309,
Wed Mar 12 2003,8:30p,Los Angeles Clippers,114,Houston Rockets,118,Box Score,OT,10985,
Wed Mar 12 2003,10:00p,Toronto Raptors,103,Portland Trail Blazers,125,Box Score,,19991,
Thu Mar 13 2003,7:30p,Boston Celtics,75,New Jersey Nets,90,Box Score,,17201,
Thu Mar 13 2003,10:00p,Sacramento Kings,84,Phoenix Suns,109,Box Score,,18184,
Thu Mar 13 2003,10:00p,Dallas Mavericks,100,Seattle SuperSonics,107,Box Score,,14621,
Fri Mar 14 2003,7:00p,Utah Jazz,81,Indiana Pacers,101,Box Score,,17935,
Fri Mar 14 2003,7:00p,Portland Trail Blazers,79,Philadelphia 76ers,90,Box Score,,20901,
Fri Mar 14 2003,7:30p,New York Knicks,104,Atlanta Hawks,107,Box Score,,12556,
Fri Mar 14 2003,8:00p,Washington Wizards,80,Detroit Pistons,90,Box Score,,22076,
Fri Mar 14 2003,8:00p,New Orleans Hornets,87,Miami Heat,83,Box Score,,14477,
Fri Mar 14 2003,8:00p,Los Angeles Lakers,106,Minnesota Timberwolves,99,Box Score,,20199,
Fri Mar 14 2003,8:30p,Chicago Bulls,91,Houston Rockets,121,Box Score,,14758,
Fri Mar 14 2003,8:30p,Los Angeles Clippers,96,San Antonio Spurs,107,Box Score,,18797,
Fri Mar 14 2003,10:00p,Toronto Raptors,84,Sacramento Kings,119,Box Score,,17317,
Fri Mar 14 2003,10:30p,Dallas Mavericks,116,Golden State Warriors,114,Box Score,,19787,
Sat Mar 15 2003,7:00p,New Orleans Hornets,86,Orlando Magic,96,Box Score,,15601,
Sat Mar 15 2003,7:00p,Miami Heat,82,Washington Wizards,89,Box Score,,20173,
Sat Mar 15 2003,7:30p,Boston Celtics,81,Detroit Pistons,71,Box Score,,22076,
Sat Mar 15 2003,8:30p,Los Angeles Lakers,98,Milwaukee Bucks,94,Box Score,,18717,
Sat Mar 15 2003,10:00p,Golden State Warriors,94,Seattle SuperSonics,88,Box Score,,16117,
Sun Mar 16 2003,1:00p,Utah Jazz,95,Cleveland Cavaliers,122,Box Score,,11578,
Sun Mar 16 2003,1:00p,Philadelphia 76ers,92,New Jersey Nets,87,Box Score,,20049,
Sun Mar 16 2003,3:30p,Portland Trail Blazers,95,Minnesota Timberwolves,111,Box Score,,19006,
Sun Mar 16 2003,3:30p,Dallas Mavericks,129,Sacramento Kings,123,Box Score,OT,17317,
Sun Mar 16 2003,4:00p,Atlanta Hawks,92,Memphis Grizzlies,124,Box Score,,18413,
Sun Mar 16 2003,7:00p,Milwaukee Bucks,111,New York Knicks,120,Box Score,,19357,
Sun Mar 16 2003,7:00p,Chicago Bulls,97,San Antonio Spurs,108,Box Score,,18797,
Sun Mar 16 2003,8:30p,Phoenix Suns,75,Houston Rockets,85,Box Score,,15717,
Sun Mar 16 2003,9:00p,Seattle SuperSonics,92,Denver Nuggets,84,Box Score,,16108,
Sun Mar 16 2003,9:00p,Toronto Raptors,110,Los Angeles Clippers,111,Box Score,,18268,
Mon Mar 17 2003,7:00p,Portland Trail Blazers,95,Indiana Pacers,88,Box Score,,15137,
Mon Mar 17 2003,9:00p,Toronto Raptors,91,Phoenix Suns,95,Box Score,OT,15326,
Mon Mar 17 2003,10:30p,Los Angeles Lakers,102,Los Angeles Clippers,85,Box Score,,20101,
Tue Mar 18 2003,7:00p,New Jersey Nets,87,Boston Celtics,74,Box Score,,18624,
Tue Mar 18 2003,7:00p,Detroit Pistons,94,Washington Wizards,90,Box Score,OT,20173,
Tue Mar 18 2003,7:30p,Philadelphia 76ers,103,Miami Heat,83,Box Score,,14897,
Tue Mar 18 2003,8:00p,Memphis Grizzlies,80,Minnesota Timberwolves,96,Box Score,,15355,
Tue Mar 18 2003,8:30p,Atlanta Hawks,78,Chicago Bulls,103,Box Score,,17023,
Tue Mar 18 2003,8:30p,Cleveland Cavaliers,93,Dallas Mavericks,114,Box Score,,19952,
Tue Mar 18 2003,8:30p,New York Knicks,105,San Antonio Spurs,97,Box Score,,18797,
Tue Mar 18 2003,9:00p,Denver Nuggets,81,Utah Jazz,99,Box Score,,17651,
Tue Mar 18 2003,10:00p,Golden State Warriors,91,Sacramento Kings,117,Box Score,,17317,
Tue Mar 18 2003,10:00p,Houston Rockets,94,Seattle SuperSonics,100,Box Score,,17072,
Wed Mar 19 2003,7:00p,Boston Celtics,72,Indiana Pacers,102,Box Score,,15896,
Wed Mar 19 2003,7:00p,Miami Heat,93,Orlando Magic,109,Box Score,,14242,
Wed Mar 19 2003,7:00p,Atlanta Hawks,86,Toronto Raptors,87,Box Score,,17885,
Wed Mar 19 2003,7:30p,Milwaukee Bucks,104,New Jersey Nets,85,Box Score,,13131,
Wed Mar 19 2003,8:00p,Cleveland Cavaliers,101,Memphis Grizzlies,128,Box Score,,12506,
Wed Mar 19 2003,8:30p,New York Knicks,96,New Orleans Hornets,101,Box Score,,15631,
Wed Mar 19 2003,9:00p,Utah Jazz,99,Phoenix Suns,86,Box Score,,15196,
Wed Mar 19 2003,10:00p,Houston Rockets,83,Portland Trail Blazers,94,Box Score,,20580,
Wed Mar 19 2003,10:30p,Seattle SuperSonics,99,Golden State Warriors,105,Box Score,,15476,
Wed Mar 19 2003,10:30p,Denver Nuggets,78,Los Angeles Clippers,91,Box Score,,15590,
Thu Mar 20 2003,7:30p,Philadelphia 76ers,85,Detroit Pistons,113,Box Score,,22076,
Thu Mar 20 2003,8:30p,San Antonio Spurs,112,Dallas Mavericks,110,Box Score,OT,20110,
Thu Mar 20 2003,10:00p,Los Angeles Lakers,99,Sacramento Kings,107,Box Score,,17317,
Fri Mar 21 2003,7:00p,Memphis Grizzlies,92,Indiana Pacers,101,Box Score,,15505,
Fri Mar 21 2003,7:00p,Cleveland Cavaliers,85,Orlando Magic,109,Box Score,,15548,
Fri Mar 21 2003,7:00p,Atlanta Hawks,114,Philadelphia 76ers,105,Box Score,,20760,
Fri Mar 21 2003,8:00p,Toronto Raptors,98,Miami Heat,107,Box Score,,14492,
Fri Mar 21 2003,8:00p,Detroit Pistons,93,New York Knicks,97,Box Score,,19458,
Fri Mar 21 2003,8:00p,Minnesota Timberwolves,101,San Antonio Spurs,94,Box Score,OT,18797,
Fri Mar 21 2003,8:30p,Milwaukee Bucks,98,New Orleans Hornets,113,Box Score,,17284,
Fri Mar 21 2003,10:00p,Denver Nuggets,99,Seattle SuperSonics,101,Box Score,OT,16379,
Fri Mar 21 2003,10:30p,Houston Rockets,117,Golden State Warriors,107,Box Score,,20193,
Fri Mar 21 2003,10:30p,Boston Celtics,96,Los Angeles Lakers,104,Box Score,,18997,
Fri Mar 21 2003,10:30p,Washington Wizards,83,Phoenix Suns,109,Box Score,,19023,
Sat Mar 22 2003,7:00p,Indiana Pacers,89,Atlanta Hawks,92,Box Score,,12754,
Sat Mar 22 2003,7:30p,Memphis Grizzlies,99,New Jersey Nets,107,Box Score,,15340,
Sat Mar 22 2003,8:30p,New York Knicks,98,Chicago Bulls,100,Box Score,,22121,
Sat Mar 22 2003,8:30p,Phoenix Suns,95,Dallas Mavericks,102,Box Score,,20087,
Sat Mar 22 2003,8:30p,New Orleans Hornets,85,Milwaukee Bucks,93,Box Score,,17111,
Sat Mar 22 2003,9:00p,Los Angeles Clippers,73,Utah Jazz,88,Box Score,,19599,
Sat Mar 22 2003,10:00p,Boston Celtics,80,Denver Nuggets,90,Box Score,,17448,
Sat Mar 22 2003,10:00p,Sacramento Kings,113,Portland Trail Blazers,104,Box Score,,20580,
Sun Mar 23 2003,1:00p,Los Angeles Lakers,89,San Antonio Spurs,98,Box Score,,18797,
Sun Mar 23 2003,3:30p,Philadelphia 76ers,112,Toronto Raptors,95,Box Score,,19800,
Sun Mar 23 2003,6:00p,Chicago Bulls,82,Detroit Pistons,105,Box Score,,20415,
Sun Mar 23 2003,6:00p,Orlando Magic,96,Miami Heat,74,Box Score,,16500,
Sun Mar 23 2003,7:00p,New Jersey Nets,88,Cleveland Cavaliers,93,Box Score,,11292,
Sun Mar 23 2003,9:00p,Washington Wizards,107,Golden State Warriors,113,Box Score,,20149,
Sun Mar 23 2003,9:00p,Houston Rockets,108,Sacramento Kings,109,Box Score,,17317,
Mon Mar 24 2003,7:00p,Memphis Grizzlies,110,Orlando Magic,104,Box Score,,13523,
Mon Mar 24 2003,7:30p,Toronto Raptors,90,New York Knicks,100,Box Score,,18824,
Mon Mar 24 2003,9:00p,Dallas Mavericks,108,Denver Nuggets,96,Box Score,,14714,
Mon Mar 24 2003,9:00p,Seattle SuperSonics,82,Phoenix Suns,73,Box Score,,18535,
Mon Mar 24 2003,9:00p,Boston Celtics,91,Utah Jazz,96,Box Score,,18795,
Mon Mar 24 2003,10:30p,Houston Rockets,108,Los Angeles Clippers,90,Box Score,,19060,
Tue Mar 25 2003,7:00p,Golden State Warriors,103,Cleveland Cavaliers,124,Box Score,,9680,
Tue Mar 25 2003,7:30p,Los Angeles Lakers,108,Atlanta Hawks,91,Box Score,,19870,
Tue Mar 25 2003,8:00p,Miami Heat,91,Minnesota Timberwolves,108,Box Score,,15237,
Tue Mar 25 2003,8:00p,Milwaukee Bucks,94,San Antonio Spurs,107,Box Score,,18797,
Tue Mar 25 2003,10:00p,Washington Wizards,95,Portland Trail Blazers,91,Box Score,,20580,
Wed Mar 26 2003,7:00p,Golden State Warriors,107,Boston Celtics,95,Box Score,,16771,
Wed Mar 26 2003,7:00p,Philadelphia 76ers,91,Indiana Pacers,85,Box Score,,16295,
Wed Mar 26 2003,7:00p,Cleveland Cavaliers,83,Toronto Raptors,89,Box Score,,16832,
Wed Mar 26 2003,7:30p,Atlanta Hawks,99,Detroit Pistons,102,Box Score,OT,18956,
Wed Mar 26 2003,7:30p,New York Knicks,95,New Jersey Nets,101,Box Score,,13734,
Wed Mar 26 2003,8:00p,Phoenix Suns,101,Memphis Grizzlies,99,Box Score,,14524,
Wed Mar 26 2003,8:30p,Miami Heat,74,Chicago Bulls,82,Box Score,,18221,
Wed Mar 26 2003,9:00p,Milwaukee Bucks,103,Denver Nuggets,108,Box Score,,14811,
Wed Mar 26 2003,9:00p,Los Angeles Lakers,96,Houston Rockets,93,Box Score,,16285,
Wed Mar 26 2003,9:00p,Orlando Magic,97,New Orleans Hornets,95,Box Score,,17247,
Wed Mar 26 2003,9:00p,Portland Trail Blazers,85,Utah Jazz,94,Box Score,,19628,
Wed Mar 26 2003,10:00p,Washington Wizards,80,Seattle SuperSonics,74,Box Score,,17072,
Wed Mar 26 2003,10:30p,Dallas Mavericks,114,Los Angeles Clippers,107,Box Score,,19595,
Thu Mar 27 2003,7:00p,Minnesota Timberwolves,107,Orlando Magic,110,Box Score,,15033,
Thu Mar 27 2003,9:30p,Houston Rockets,85,San Antonio Spurs,98,Box Score,,18797,
Thu Mar 27 2003,10:00p,Los Angeles Clippers,83,Sacramento Kings,93,Box Score,,17317,
Fri Mar 28 2003,7:00p,Chicago Bulls,89,Indiana Pacers,140,Box Score,,15971,
Fri Mar 28 2003,7:00p,Golden State Warriors,102,Philadelphia 76ers,98,Box Score,,20779,
Fri Mar 28 2003,7:00p,New Orleans Hornets,101,Toronto Raptors,92,Box Score,,18773,
Fri Mar 28 2003,7:30p,Cleveland Cavaliers,95,Boston Celtics,104,Box Score,,18624,
Fri Mar 28 2003,8:00p,Phoenix Suns,94,Detroit Pistons,91,Box Score,,22076,
Fri Mar 28 2003,8:00p,Minnesota Timberwolves,84,Miami Heat,111,Box Score,,14522,
Fri Mar 28 2003,8:00p,New Jersey Nets,122,New York Knicks,101,Box Score,,19763,
Fri Mar 28 2003,9:00p,Milwaukee Bucks,90,Utah Jazz,103,Box Score,,19089,
Fri Mar 28 2003,10:00p,Memphis Grizzlies,71,Seattle SuperSonics,95,Box Score,,17072,
Fri Mar 28 2003,10:30p,Washington Wizards,94,Los Angeles Lakers,108,Box Score,,18997,
Fri Mar 28 2003,10:30p,Dallas Mavericks,95,Portland Trail Blazers,112,Box Score,,20580,
Sat Mar 29 2003,7:00p,Philadelphia 76ers,110,Atlanta Hawks,89,Box Score,,19699,
Sat Mar 29 2003,7:30p,Boston Celtics,110,Cleveland Cavaliers,106,Box Score,,14860,
Sat Mar 29 2003,7:30p,Golden State Warriors,97,New Jersey Nets,109,Box Score,,16345,
Sat Mar 29 2003,8:30p,Sacramento Kings,107,Chicago Bulls,92,Box Score,,22638,
Sat Mar 29 2003,8:30p,Denver Nuggets,89,Houston Rockets,102,Box Score,,15026,
Sat Mar 29 2003,8:30p,Utah Jazz,81,San Antonio Spurs,101,Box Score,,18797,
Sun Mar 30 2003,1:30p,Dallas Mavericks,119,Minnesota Timberwolves,95,Box Score,,19304,
Sun Mar 30 2003,1:30p,New York Knicks,86,Toronto Raptors,95,Box Score,,19800,
Sun Mar 30 2003,4:00p,Phoenix Suns,81,Indiana Pacers,92,Box Score,,15258,
Sun Mar 30 2003,4:00p,Miami Heat,87,Milwaukee Bucks,109,Box Score,,18717,
Sun Mar 30 2003,6:00p,Sacramento Kings,88,Detroit Pistons,99,Box Score,,22076,
Sun Mar 30 2003,7:00p,San Antonio Spurs,92,New Orleans Hornets,90,Box Score,,17357,
Sun Mar 30 2003,9:00p,Washington Wizards,72,Denver Nuggets,88,Box Score,,19650,
Sun Mar 30 2003,9:00p,Memphis Grizzlies,100,Los Angeles Clippers,102,Box Score,,16225,
Sun Mar 30 2003,9:00p,Los Angeles Lakers,98,Seattle SuperSonics,119,Box Score,,17072,
Mon Mar 31 2003,7:00p,Philadelphia 76ers,118,Orlando Magic,113,Box Score,OT,17283,
Mon Mar 31 2003,7:30p,Milwaukee Bucks,91,Miami Heat,86,Box Score,,14458,
Mon Mar 31 2003,7:30p,Houston Rockets,86,New Jersey Nets,110,Box Score,,20049,
Mon Mar 31 2003,10:30p,Memphis Grizzlies,94,Los Angeles Lakers,110,Box Score,,18997,
Tue Apr 1 2003,7:00p,Sacramento Kings,103,Indiana Pacers,98,Box Score,,17088,
Tue Apr 1 2003,7:00p,Detroit Pistons,92,Toronto Raptors,85,Box Score,,18237,
Tue Apr 1 2003,8:30p,Seattle SuperSonics,101,Chicago Bulls,94,Box Score,OT,17879,
Tue Apr 1 2003,8:30p,New Orleans Hornets,86,Dallas Mavericks,95,Box Score,,19859,
Tue Apr 1 2003,8:30p,Orlando Magic,105,San Antonio Spurs,118,Box Score,,18797,
Tue Apr 1 2003,9:00p,Denver Nuggets,65,Phoenix Suns,95,Box Score,,17124,
Tue Apr 1 2003,10:00p,Golden State Warriors,86,Portland Trail Blazers,100,Box Score,,20117,
Tue Apr 1 2003,10:30p,Utah Jazz,94,Los Angeles Clippers,89,Box Score,,17531,
Wed Apr 2 2003,7:00p,Miami Heat,62,Boston Celtics,90,Box Score,,17156,
Wed Apr 2 2003,7:00p,Indiana Pacers,103,Cleveland Cavaliers,82,Box Score,,9383,
Wed Apr 2 2003,7:00p,Chicago Bulls,101,Philadelphia 76ers,108,Box Score,,20210,
Wed Apr 2 2003,7:30p,Toronto Raptors,89,Detroit Pistons,78,Box Score,,22076,
Wed Apr 2 2003,8:00p,San Antonio Spurs,105,Memphis Grizzlies,87,Box Score,,12116,
Wed Apr 2 2003,8:00p,Houston Rockets,99,Milwaukee Bucks,106,Box Score,,17624,
Wed Apr 2 2003,8:00p,Seattle SuperSonics,86,Minnesota Timberwolves,91,Box Score,,14117,
Wed Apr 2 2003,8:00p,Sacramento Kings,105,Washington Wizards,99,Box Score,,20173,
Wed Apr 2 2003,8:30p,New Jersey Nets,97,New Orleans Hornets,106,Box Score,,14311,
Wed Apr 2 2003,10:30p,New York Knicks,83,Denver Nuggets,75,Box Score,,13527,
Thu Apr 3 2003,7:00p,Washington Wizards,89,Atlanta Hawks,91,Box Score,,19850,
Thu Apr 3 2003,9:30p,Los Angeles Lakers,100,Dallas Mavericks,89,Box Score,,20129,
Thu Apr 3 2003,10:00p,Utah Jazz,93,Portland Trail Blazers,88,Box Score,,20062,
Fri Apr 4 2003,7:00p,Houston Rockets,88,Philadelphia 76ers,79,Box Score,,20925,
Fri Apr 4 2003,7:00p,San Antonio Spurs,124,Toronto Raptors,98,Box Score,,18376,
Fri Apr 4 2003,7:30p,Miami Heat,83,New Jersey Nets,99,Box Score,,16152,
Fri Apr 4 2003,8:00p,Sacramento Kings,93,Boston Celtics,92,Box Score,,18624,
Fri Apr 4 2003,8:00p,Indiana Pacers,98,Detroit Pistons,92,Box Score,,22076,
Fri Apr 4 2003,8:00p,Los Angeles Lakers,102,Memphis Grizzlies,101,Box Score,,19351,
Fri Apr 4 2003,8:30p,Cleveland Cavaliers,93,Milwaukee Bucks,95,Box Score,,15039,
Fri Apr 4 2003,9:00p,New York Knicks,94,Utah Jazz,92,Box Score,OT,19291,
Fri Apr 4 2003,10:30p,Portland Trail Blazers,122,Golden State Warriors,100,Box Score,,18803,
Fri Apr 4 2003,10:30p,Los Angeles Clippers,93,Seattle SuperSonics,101,Box Score,,15273,
Sat Apr 5 2003,3:30p,Minnesota Timberwolves,94,Phoenix Suns,111,Box Score,,18413,
Sat Apr 5 2003,7:00p,Memphis Grizzlies,91,Atlanta Hawks,97,Box Score,,12107,
Sat Apr 5 2003,7:30p,New Orleans Hornets,76,Cleveland Cavaliers,79,Box Score,,11996,
Sat Apr 5 2003,8:30p,Milwaukee Bucks,115,Chicago Bulls,117,Box Score,OT,20037,
Sat Apr 5 2003,8:30p,Orlando Magic,90,Dallas Mavericks,108,Box Score,,19800,
Sat Apr 5 2003,10:30p,New York Knicks,98,Los Angeles Clippers,109,Box Score,,18596,
Sun Apr 6 2003,1:00p,Washington Wizards,99,Boston Celtics,98,Box Score,OT,18624,
Sun Apr 6 2003,1:30p,New Jersey Nets,96,Toronto Raptors,87,Box Score,,19319,
Sun Apr 6 2003,3:30p,Sacramento Kings,97,Philadelphia 76ers,81,Box Score,,20702,
Sun Apr 6 2003,5:00p,Miami Heat,69,Indiana Pacers,90,Box Score,,15014,
Sun Apr 6 2003,6:00p,San Antonio Spurs,89,Detroit Pistons,83,Box Score,,22076,
Sun Apr 6 2003,6:30p,Denver Nuggets,99,Golden State Warriors,106,Box Score,,17021,
Sun Apr 6 2003,8:30p,Orlando Magic,93,Houston Rockets,114,Box Score,,15335,
